phosphoproteins	phosphodata_1	phosphodata_2	phosphodata_3	phosphodata_4	phosphodata_5	phosphodata_6	phosphodata_7	phosphodata_8	phosphodata_9	phosphodata_10	phosphodata_11	phosphodata_12	phosphodata_13	phosphodata_14	phosphodata_15	phosphodata_16	phosphodata_17	phosphodata_18	phosphodata_19	phosphodata_20
AAK1-S18	1.09558315701117	1.88591905260156	0.89103657599731	0.339649733896725	0.740969016579935	1.67944480949451	1.12768608086148	0.9425176498114	0.261786916017052	0.542125703746654	1.22123061754213	1.22723120495529	1.11679837928464	0.458850608835124	0.935307337058941	0.309336300242366	0.84496046700239	0.932443490169161	0.62655979493876	0.227711688752812
AAK1-S618s,T620	0.849178245829532	1.87934025801412	1.11704483216952	0.0102695081158755	1.47292524653385	1.69112276471745	1.07323425297188	0.886694585490998	0.0124145680261611	0.00920497863255339	0.917061854553785	1.20517771972217	1.08938966080107	1.81944432577704	1.28847330563217	0.00396788237762184	0.0823748210353117	0.619193650240717	2.30406218081738	0.0773747206540635
AAK1-S624	4.80169944128993	3.20216807091695	19.382015316828	0.0715675078153298	2.30696786006959	1.50580140871723	0.431728325324695	0.14134203991171	0.0197988305235544	0.0186244709250478	1.67831749637494	0.288837005743507	2.03315482531321	2.99385918418428	1.09002631619631	0.016789690707103	0.188530923644939	0.352660612004738	0.837107722020186	0.092610410132352
AAK1-S637	0.283085250296416	0.984563448337082	0.346980372290592	0.998623915145756	0.994666458540922	0.678713976304281	0.916040556951609	2.53498571594419	2.87362277825046	1.8532926504521	0.943568435446066	1.50723071476285	0.321513659091813	0.432613206912229	2.05983489704408	0.927627110239698	1.1058660521906	1.52267544896409	0.365009262627059	1.0286115973952
AAK1-S652	0.855565311857049	0.921316231255908	0.956113089466627	0.873925697552858	2.52002454915559	0.859026111373686	1.57107158530038	0.645294282972955	2.45352967219625	0.567343234435896	0.560752130984125	0.564987394945925	0.808509151084035	0.752256050753044	3.08512465735819	0.927627110239698	1.79251276771986	0.691798450280264	0.523640485745028	0.887391055111663
AAK1-S731	0.457291345598924	0.523975932182296	0.547316475579344	0.835921237707325	1.55353281330419	1.65633026776357	0.484576666018524	1.15163408244661	1.68599078609174	1.68671544116674	0.907485096979314	0.397908347785136	0.569383032179947	1.12211936405154	1.49736234420508	0.878064270034986	1.06542053064402	0.940430282095072	1.42261175830279	2.024652195243
AAK1-T389	1.195075449736	2.0725216737067	0.828373416733364	1.16610172283899	0.693713047278951	0.756980739981266	1.55303333854462	1.340488694614	0.675738394756051	0.772388482093082	1.02162735702524	0.499645243566155	0.5000906964828	0.696310661796986	1.3655707511012	1.11139957522069	1.09674747963799	0.743813913593141	1.12065231185019	1.26879825852431
AAK1-T606	1.01192815007069	0.875796236912441	1.491737716214	0.015801556682352	0.979442921604799	1.15720560886332	1.81653656877371	0.36785768896212	0.00646244870691575	0.001133187631857	0.675355782909421	1.05086968399597	1.14964800044696	1.78846483478031	0.722634642933916	0.0114317522825745	0.100900558771617	0.455490657644097	1.81319007705397	0.0447755939509489
AAK1-T620	3.55280828321226	1.71611747931162	10.6200500488569	0.0332283874732581	2.7682401252641	0.652202932498548	0.504147309073384	0.237679921185172	0.000386449960707233	0.00634643277502791	0.864963487499198	0.800607094947782	3.41659447622129	5.56243906992354	1.2560154598833	0.00688689866756227	0.113614702075284	0.41293577413955	1.01885354828096	0.0715884748258306
ABCA6-S1518	0.616189733685031	1.38182772356602	1.38346267363933	2.77976151183111	5.22460705665272	0.468472320352323	0.248836495437757	2.45684556313069	1.20926650086728	1.63547093319502	1.42095192029937	6.98360555699055	0.327335650813359	1.36378145023696	5.33195657962679	0.990129263133602	6.38014714422994	1.68317910473718	1.31034885998788	1.45084710247962
ABCC1-S919	0.719040267769186	0.810989434291011	0.120971313242767	0.0834747759927355	2.51649360567457	1.84733209370931	2.11077375422208	0.357077151886868	0.0156546764015234	0.0641880229246741	9.2067024625084	0.410117727731425	0.972796174137149	0.380798099889223	0.533561707338702	0.0705579105086822	0.0611424397049418	0.0846932746292896	0.119245763173302	0.0391572589362718
ABCC1-S930	0.847906565594495	0.414600738690685	0.120092381631854	0.0119917928311216	0.0353013286983347	1.99019676788612	5.90895298478206	0.0207364714062346	0.000406953785821712	2.73243588525112e-05	0.55991181128671	0.0366960432977971	0.884411413104668	1.82391355739772	0.0650202036981944	0.0108581571540105	0.00211746245718652	0.00935985796794776	0.369426628619746	0.0269116086996585
ABCC4-T646	9.46750007802859	1.11071330242422	0.889954305964617	0.239350095201105	0.96175158416804	0.384517454922633	0.844905883206327	0.600458782904815	0.0882710077722103	0.110585800052413	0.841926741637422	1.7495733850184	28.9111336279145	1.16418304125455	1.19692038716233	0.147230522602226	0.131148443265521	0.175984378766964	0.645041923757651	0.217547292961263
ABCE1-S328	8.11328185260937	2.01538505750936	2.33025527336206	0.76305676101663	1.71374515107135	0.345358676674641	0.42256800295964	0.275360405282408	1.18276866592845	0.528222186034086	2.07351880890357	0.772091629258335	9.30789852807963	1.04505732624783	2.31371559123204	1.60453017902321	3.96339658681773	0.305712749922108	0.526271696053797	0.673412700674039
ABCF1-S105s,T108t,S109	0.152901972361529	0.606808750388246	0.387558082682778	0.34708696277104	0.521142004121825	1.21261789917535	0.899567342993687	1.85933948520352	0.72753289536729	0.262770325270533	0.994418150248812	1.2522087018984	0.213667654329294	0.786220464383918	1.26494861880668	0.242720285873018	0.595950337380003	0.899249416284585	1.69370942470095	0.217547292961263
ABCF1-S109	0.464196219414021	0.418970036082744	0.534173159471939	0.375920276211364	1.58210991540796	1.50319509365282	1.31250877846313	0.75939134744446	0.202157007826948	0.350835641215365	1.30062605572119	1.15757846334037	0.527752639795398	1.73232413157702	1.75746809388903	0.0694368960754142	0.41570882238183	0.847132956092102	1.31034885998788	0.176536485381691
ABCF1-S140	0.990917763576229	0.390006218367106	0.546651694541309	1.71037837770999	1.40829819445676	0.721139086591386	0.998091689732468	1.19385564438412	1.53164792320949	0.990222808906794	1.02931673444882	0.659806037346208	0.942394368407239	1.38570378817378	1.22264102600801	0.855262749092894	0.878247998678551	0.998286487067773	1.10503456255267	1.29621030429673
ABCF1-T108t,S109	0.126023613923537	0.549287044148323	0.300257576810092	0.284960647139908	0.656797057108015	1.09480138126159	1.14078398371054	0.709954763586695	0.179626471450073	0.267506062527974	1.1011784691873	0.698099301473555	0.36505316267083	0.552223788775127	0.905307254935392	0.0705579105086822	0.402721699231525	0.551850399671171	1.53062083070204	0.247315341486672
ABCF1-T21	1.08252629273273	1.56160424740196	0.960772482169541	0.675430171425997	1.0002607640776	1.18972921639035	0.657516942731434	0.871556094374429	0.505880994323405	0.904151408759077	2.94960871667744	0.41678185674019	1.48620022002258	1.14015706349372	1.91618673962706	0.641065106347469	0.524172113882103	0.664332021215002	0.990653328620059	0.608102199136415
ABI1-S183	2.05284611285041	2.30964715367759	3.49275841566271	0.00782914455724706	1.28382129360093	0.906419434270783	1.15023266743623	0.842050075533417	0.0056747508752137	0.0055103147979579	1.81988747213507	1.5441167336475	1.99423825467211	1.01598450681483	1.47838207124055	0.00478670292222062	0.086451086816989	0.674322006545623	0.325917957429783	0.0225718286812852
ABI1-S222	1.43698194885789	1.78025469075134	0.170216105328817	0.0912375393289553	0.00565607627862196	0.0548624106990324	1.36551719304637	0.00903060840033062	0.00156753426736003	0.000669597420205663	0.143676898329016	2.52966590392619	1.47801623439363	0.691204572762244	0.0348986556525595	0.00716003933221488	0.00609382354179858	0.124052830969914	0.914308932678911	0.0326201324461301
ABI1-T200	2.50190109656163	0.783139063775614	1.03470788088041	0.571215273242913	1.09878373358496	2.63497611961948	0.302312386680373	4.21635797176124	0.510384231381766	0.54654515540985	0.533676282502725	0.680051459333688	1.52991546451494	0.232273891054138	3.49002211186166	1.54862626407772	1.19967062188518	2.21136797533293	0.558336743709322	1.86597854216237
ABI2-S177	0.445120372676305	0.493755122596992	3.11947142476513	0.0304012166629067	0.924724974594701	0.578722824733816	0.635128149830266	0.666861061661561	0.00712417928661348	0.00668492294378915	0.663310657892624	1.85484709801697	0.381014515184843	2.27735252161606	0.692550388245601	0.0138066178684588	0.0968086504375825	1.26216897195388	0.949809730277103	0.0366894875876611
ABI2-S221	0.391294160398852	1.33670757352925	0.342788843505358	0.0149090319493353	0.253490015607648	1.52417259216155	0.550211479433023	0.477771556329325	0.00235997400369763	0.000631576858029793	0.797677535570958	2.63899675558814	0.338829752312567	1.26235683077635	0.284762439934915	0.00691057425966392	0.0172970043394054	0.996160166384669	0.71377153876474	0.0352567035910179
ABI2-S301	0.423007604108711	0.582906744297601	0.872815683144498	0.347482876118795	1.38480091205248	1.24023653821162	0.468849403422398	1.95791949097322	0.251923938060376	0.160656268252957	0.64178311738865	1.68047287747543	0.396030230762625	0.53488923948765	1.33873952535519	0.100821240881809	0.422067284555643	3.14379686603238	0.129332316757529	0.288349449060124
ABI3-S342	1.12049074145612	0.66452333715975	0.839522241403988	1.03809137114603	1.65471321795937	1.40742757950467	0.957765143627375	1.00028796508873	1.45662781957289	1.19935489294737	1.0277742427158	0.647949247327685	0.967439325978222	0.990146683774463	1.80800259696261	2.68174755455568	0.933226287220897	1.10823081063414	1.46310822958827	0.79589663566694
ABL1-S16	0.111952515493491	0.171564836371688	0.427132518295167	0.432507698318573	1.12213813859712	0.58274695175218	0.767810165962908	1.48175248499429	1.99224398723817	1.52022677692634	1.1011784691873	0.561582622118563	0.444108681899494	0.385498042102622	1.05207689406559	0.934016016121925	1.61181471675655	0.655887056586473	0.27985539478281	0.826632947987586
ABL1-S588	0.732088445564218	1.86951507170605	0.673746076688323	1.10778797784546	1.88518583066794	0.943263987641137	1.1597596110476	1.19198813967188	0.813963955711383	1.0245716550129	1.46202284352274	1.3491273032658	0.766131467641894	0.795924269472724	1.4329925309518	1.25467900963442	0.70425024323837	1.07563747991104	1.4268964963792	1.31907826985018
ABL1-S702	1.1528548858459	2.0189094907476	0.363380971319471	0.395708646877312	0.973965047078504	1.45200580789705	2.16722992732923	1.39617581986517	0.372616294555549	0.36715511931442	2.3767124379934	1.16459665005464	1.65744882762762	0.796901213399588	0.936634005053353	0.19396809699371	0.232850708500377	2.35242412162115	0.820491645523445	0.663669800626179
ABL1-S737	1.34932050938882	2.78931590968344	0.599549774927129	0.0401968517497352	0.400944514945185	1.17946858411298	4.02324214948772	0.246008390520179	0.00413685133767017	0.00528251755533741	2.68368945177848	3.87766353183783	1.54051198241941	2.09252750609048	0.683771754629318	0.0390117527079484	0.00705370198830679	0.26785530449771	1.07660531887721	0.0474633451676489
ABL1-T871	2.02838084710724	3.46410316300262	0.597367753598031	0.380664100925244	0.715445482116569	0.337667936775238	1.51008369519666	2.72853805469593	0.195982685612194	0.18593732505293	1.73461384774789	1.2522087018984	2.02754916213448	0.716235881132432	2.7349438557872	0.203981213865476	0.50919992222668	0.655887056586473	0.646984714061085	0.425717003543461
ABL2-S620	0.727712953785208	1.87934025801412	0.630181988161255	0.00530136751271267	0.860907796554508	1.81875343780061	1.94365357276273	0.900684908774397	0.00579332018353092	0.00707585226989701	2.7079465181178	0.543767360249465	0.790847002178441	0.71098367923522	0.593407669430227	0.0333146282677604	0.057858906754853	0.268427046164615	1.7107734311587	0.0540629347343181
ABL2-S631	1.39037629743394	0.8296211142485	1.02719008574106	0.330106151860901	0.580556467920871	0.887771116086104	1.1521317747023	1.94569739619621	0.121086289480602	0.108275857941955	1.62628530981889	0.178811326921759	1.22164261400359	0.859873157919013	0.560699223126248	0.133588343836068	1.01799047665349	0.718866031538923	0.919824807776794	0.176708087235262
ABL2-S655	1.41773009211541	1.53455630366157	0.244507335933464	0.726552945933019	2.88312201776263	0.173615102850527	0.956186419054905	8.88304291451476	3.78220602455621	0.602474474926671	1.42735925459085	0.811978750691762	0.833440465442245	0.519371472701056	1.26853964685257	4.53892349689808	13.8945190855133	0.301183658899295	0.156467922221235	1.03663773872197
ABL2-S783	0.820406402584385	3.35099148127736	1.65207439201926	0.238804986827076	0.865749802848656	0.845736777625799	1.03669007077647	0.983210100036561	0.0286847595127296	0.0130721840644095	1.20305267874738	0.287675428272019	0.511965589350983	0.80082099350415	1.01113988566132	0.0462616288595726	0.326069413389204	0.60613070429557	2.18046658844933	0.131389825646009
ABL2-S936	0.0335537495191761	0.532280649250173	0.143758408741153	1.38673224590073	0.712442346143952	0.954772062116644	0.21843086903777	2.64857477937912	0.359638604564318	0.168950385211235	1.623848225526	0.0187222604262963	0.0786465425133895	0.0960345076251812	2.46610221875827	0.192861805987406	2.02675456983809	0.20344337205672	0.716639370923164	0.672758747199346
ABLIM1-S156	2.17967057886821	4.12545980342079	1.28460688422552	0.224035804727858	0.666071113558722	4.44617264703803	1.05916317610969	1.62259030003209	0.382091182715177	0.185635643893442	0.333748840325431	0.723882027657908	2.83959576837175	0.939272701348649	3.19640806126942	0.199595471675611	1.13211581197779	1.21464431546484	0.756501970278561	0.254629989088099
ABLIM1-S320	0.987952103559944	1.08198126765704	2.208916446533	0.660957347167796	0.394254805231473	0.486671183091208	0.949897500687103	1.82188186939922	0.713696200425441	0.461619561898845	0.554896269472564	3.04485198250543	1.01392943313972	0.401916050326313	0.76154441683138	0.194190115647601	1.07131778633002	1.34841678489175	0.259846635645531	0.881376360773737
ABLIM1-S399	1.7911336007043	1.50009314656715	0.483504564980103	0.459446008431613	0.754599077206033	3.58669913248431	0.67621797120779	1.33839181625755	0.114815801867273	0.213456523951555	0.798874696341383	1.3491273032658	1.26628637228846	0.63432930454802	3.82142464233176	0.0353160842736786	1.15420046632044	1.39819101293442	0.84554152498902	0.0921616111424136
ABLIM1-S399s,S403	0.832794134697538	0.865149909746604	0.717700160771723	0.265514528297135	0.465844389465232	0.794603775273203	0.998091689732468	2.05206596917578	0.174655474838529	0.177961438574544	0.671316631991146	3.89332078088171	0.64738217496065	0.61895627127665	3.23285970093028	0.0751398881670374	1.6799429073194	1.97928313964436	0.712341929468207	0.199526300843969
ABLIM1-S418	1.48070501236019	2.43819769174832	1.77273300954484	0.0839519512173373	1.53620406466481	1.49540318096014	1.10558144633618	1.08003867751515	0.0199161533331703	0.0211392866544331	1.1381156578656	2.30110600229844	5.72555193639947	0.480156383188093	5.24203171066662	0.101748158918297	0.410011564481086	0.599702942227613	0.876612933756934	0.0421990250771165
ABLIM1-S420	0.811844792386723	2.93942353156336	1.43135213176313	0.0428467613212354	2.58443547445938	1.30413534657384	0.390397203036625	2.03925617688756	0.0193649922068403	0.0125317780175283	1.61655886344978	3.73955161390066	0.806279989821217	0.106196945632891	14.5039434388191	0.00502804928681261	0.584547329332034	1.6476695712453	0.0316247648340446	0.00558216835014769
ABLIM1-S554	0.856848478589116	0.713874172366646	1.12112509200054	0.467903383741339	0.389857123791329	0.67053328973333	0.495898607041663	1.51458630507604	0.0270390844562574	0.0195859867240777	0.940742568681459	1.26743855627585	0.481794110117114	0.394104599764022	2.20485611020926	0.0498896802097075	0.371744752334897	0.409428834635784	0.30291938354777	0.0285547654596449
ABLIM1-S623	2.36694548237385	6.06974672599153	1.05759300654248	0.0680661538853404	1.27485230611181	0.919068765930125	1.70334390920315	1.57750586390064	0.00849319416802724	0.0110409466100722	0.77643282994792	1.27512280466032	1.25237877641994	1.00236741684353	3.83770899153913	0.00425465660657362	0.31894885400881	1.07334640390161	0.337217810779594	0.0664282750263085
ABLIM1-S645	1.02874836018022	5.79005318392882	0.595917486343074	0.682395909113153	0.231733430263692	0.61171031630566	1.44668223855213	0.625403285298708	0.311172484838861	0.298251545105741	0.376855957837651	0.908963619475511	0.773570688201274	0.202209116356135	1.07164273182474	0.377465030469391	0.722959489397348	0.70070579751723	0.479906864380153	2.72298418069276
ABLIM1-S674	1.32328661543525	2.03662432665195	0.700465232710452	0.9157435610939	0.721489783998738	0.627814080109451	1.12397152001884	1.18454728703431	0.854621943127827	0.400802969378924	0.575232082592659	1.28027150184618	0.928192085426671	0.658915505702079	3.15142094621035	0.386200673142192	1.5809740000372	0.720400463212486	1.09291631685257	1.33714302513104
ABLIM1-T349	0.804577417634104	0.908527754528707	1.18414832866289	0.392563390231971	1.04031187743621	0.900160205353582	2.25104143222958	1.57503822918427	1.00242978783169	0.414033165681231	1.02162735702524	3.1764489099555	1.87671254720317	1.40280662393092	1.72293672925655	0.0642401977000401	1.09977861878464	1.44363306675946	0.264047978212386	0.587200451668394
ABLIM2-S364	6.92157970863001	0.183342549692449	14.6376657895466	0.196060442729366	0.835928049934274	3.37569114651928	0.0615283728737221	1.94265381293463	0.0302066831790478	0.0224118594118287	2.33782659830212	0.933086546777585	2.87906726967659	1.08689554027218	13.4161898838952	0.00865738483851502	0.40775458428267	2.44968375717168	0.134488784367671	0.0427353991947552
ABLIM3-S576	0.224069537761694	0.328056618568233	0.853928931374184	2.03167047297873	0.336957945916801	0.136935351140689	0.358895007144002	3.47785821455109	0.590750156292461	0.0955499491068629	0.378555270597114	0.153733163969245	0.168043105867511	1.60349094074788	1.13737684818646	0.121348969564488	0.616868945987439	3.69685205447954	2.72668236972393	0.151708637123466
ABLIM3-S599	0.0791926372734924	0.0272994847267958	0.916295302296964	0.916788126686522	0.826603762134323	0.242964802219536	0.420481835617981	4.46779404363616	2.19948870863191	1.09866772992614	0.505627818979347	0.513939759284104	0.0645575377530728	0.0327904013169736	3.55492725976644	0.866092989674476	4.29958984812157	9.34654700406685	0.0476528894717116	0.257866483958046
ACACA-S2	0.517087025508942	3.28146320437925	0.896467700367953	0.0690824282610449	0.959058348051308	7.64666051030513	1.96947518446393	0.539822722174942	0.0602998239375854	0.20231938741161	17.7572307866289	0.621105393973975	0.232439570324453	0.0930199419009849	0.349241808114099	0.283578261297953	0.934515000569384	0.557765266930068	0.832922419674632	0.133967894654323
ACACA-S29	0.621755489838831	0.538830767180163	0.774811200775947	2.19793888522879	0.411192513208438	4.25772470689928	0.622678519228026	0.896464791052509	0.3923861500109	0.738057006772739	14.4159739782751	0.703748261325624	0.563129510639131	0.259704677047108	0.133019783033858	0.787641999308286	0.984827553354075	1.54228086757709	0.940335911032063	0.39927517581106
ACACA-S29s,S34	0.148832431611769	0.132009737055837	0.19291518562509	1.66991729503474	0.715445482116569	5.1248245985256	1.10375906993439	1.72204472864949	0.646448858060614	1.11484183930697	3.0946114963119	0.636305525183031	0.0710091760546643	0.0426337147930986	0.112054951781058	0.833053336695716	0.80957608592894	3.4677792327206	1.14334705260934	0.304472669530881
ACACA-S78	0.6106738008223	0.566836794263011	0.880272839649282	0.128441536781764	0.665137845549378	5.23247549865322	0.651040804321327	1.22222190012872	0.0237082879292508	0.0804411360593208	17.9177330850257	2.34793977730627	0.714047842109604	0.161749139919137	0.210256088776389	0.030645553218125	0.441732177846121	0.386523460230092	0.146450751558878	0.0197012495825904
ACACA-S80	0.472619829759296	0.571810479730803	0.662379262799109	0.1518749467503	0.63062609089737	12.4849498318676	0.606457791640084	1.1302015900568	0.0351702585249002	0.10048285624997	32.6930883159476	2.92459362741956	0.45090399643998	0.0982990637568595	0.218768516577275	0.0458926582525127	0.554684163682368	0.426356436329438	0.228784434205276	0.0727807047310958
ACACA-S841	1.58400782461588	2.26568050528336	2.17693475635446	0.0135784662782993	0.230760712001515	7.04873800610753	3.50840954538882	0.131521495692883	0.00408825586205329	0.00868230869429335	27.6382095420737	2.83752722582025	2.40277710959715	0.316410563344444	0.0425588515652036	0.00792742161162753	0.0264581490167409	0.0552897632374254	0.546705779431417	0.0264450603872512
ACAP1-S547	0.865884691841864	0.94578180268427	0.624084508250656	0.0749066114759366	5.51826176045403	0.824043180592603	0.809432178638847	0.376008964763839	0.0834529734321489	0.13307403005935	1.05748083335445	1.3491273032658	0.599221105595931	0.371113903080069	8.1923283387875	0.0791092425613539	0.149726005289878	1.26756296453432	0.405524042261262	0.103457525087007
ACAP1-T739	0.420479403717828	2.18405486465052	0.343205707708813	0.0195785210507412	0.813952452947875	0.428858573012203	0.298348796215816	0.13131576142834	0.00424204320482721	0.00149343915543798	0.603510494303799	3.21508212778264	0.469969810067807	1.15422927658911	0.982878062081057	0.0298497513077965	0.0113705005823258	0.420040026206569	1.67345713687286	0.0567540825014909
